"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"22 Jun 2022","h5x","2","201.73","2","201.73","2","201.73","0","0.00"
"22 Jun 2022","56ss","2","205.16","2","205.16","2","205.16","0","0.00"
"22 Jun 2022","b252","2","113.45","2","113.45","2","113.45","0","0.00"
"22 Jun 2022","gzdk","2","221.49","2","221.49","2","221.49","0","0.00"
"22 Jun 2022","dd33","1","42.87","1","42.87","1","42.87","0","0.00"
"22 Jun 2022","dd88","1","237.93","1","237.93","1","237.93","0","0.00"
"21 Jun 2022","dd66","4","213.55","4","213.55","4","213.55","0","0.00"
"21 Jun 2022","dd99","4","456.59","4","456.59","4","456.59","0","0.00"
"21 Jun 2022","h5x","3","145.61","3","145.61","3","145.61","0","0.00"
"21 Jun 2022","b252","2","137.46","2","137.46","2","137.46","0","0.00"
"21 Jun 2022","cfa2","1","136.22","1","136.22","1","136.22","0","0.00"
"21 Jun 2022","gzdk","1","39.10","1","39.10","1","39.10","0","0.00"
"21 Jun 2022","56ss","1","38.39","1","38.39","1","38.39","0","0.00"
"20 Jun 2022","dd66","7","645.47","7","645.47","7","645.47","0","0.00"
"20 Jun 2022","dd99","6","361.39","6","361.39","6","361.39","0","0.00"
"20 Jun 2022","b252","3","323.07","3","323.07","3","323.07","0","0.00"
"20 Jun 2022","va6","1","38.28","1","38.28","1","38.28","0","0.00"
"20 Jun 2022","cfa2","1","48.31","1","48.31","1","48.31","0","0.00"
"20 Jun 2022","dd22","1","89.38","1","89.38","1","89.38","0","0.00"
"20 Jun 2022","dd88","1","235.98","1","235.98","1","235.98","0","0.00"
"20 Jun 2022","dihq","1","84.02","1","84.02","1","84.02","0","0.00"
"20 Jun 2022","gns","1","54.28","1","54.28","1","54.28","0","0.00"
"20 Jun 2022","gzdk","1","57.87","1","57.87","1","57.87","0","0.00"
"20 Jun 2022","m44","1","82.72","1","82.72","1","82.72","0","0.00"
"20 Jun 2022","qboy","1","61.55","1","61.55","1","61.55","0","0.00"
"19 Jun 2022","dd66","3","207.62","3","207.62","3","207.62","0","0.00"
"19 Jun 2022","b252","3","82.10","3","82.10","3","82.10","0","0.00"
"19 Jun 2022","dd99","3","164.93","3","164.93","3","164.93","0","0.00"
"19 Jun 2022","zz0","1","129.74","1","129.74","1","129.74","0","0.00"
"19 Jun 2022","m44","1","108.23","1","108.23","1","108.23","0","0.00"
"19 Jun 2022","gzdk","1","124.95","1","124.95","1","124.95","0","0.00"
"18 Jun 2022","dd99","5","361.98","5","361.98","5","361.98","0","0.00"
"18 Jun 2022","dd66","5","311.24","5","311.24","5","311.24","0","0.00"
"18 Jun 2022","gzdk","2","150.16","2","150.16","2","150.16","0","0.00"
"18 Jun 2022","dd88","1","82.59","1","82.59","1","82.59","0","0.00"
"18 Jun 2022","dd77","1","71.28","1","71.28","1","71.28","0","0.00"
"18 Jun 2022","h5x","1","37.54","1","37.54","1","37.54","0","0.00"
"17 Jun 2022","dd66","4","216.98","4","216.98","4","216.98","0","0.00"
"17 Jun 2022","bbx","3","413.82","3","413.82","3","413.82","0","0.00"
"17 Jun 2022","dd99","3","250.21","3","250.21","3","250.21","0","0.00"
"17 Jun 2022","h5x","2","111.56","2","111.56","2","111.56","0","0.00"
"17 Jun 2022","cfa2","1","14.12","1","14.12","1","14.12","0","0.00"
"17 Jun 2022","dd77","1","113.09","1","113.09","1","113.09","0","0.00"
"17 Jun 2022","zz0","1","105.52","1","105.52","1","105.52","0","0.00"
"17 Jun 2022","gzdk","1","30.61","1","30.61","1","30.61","0","0.00"
"17 Jun 2022","dd44","1","39.48","1","39.48","1","39.48","0","0.00"
"16 Jun 2022","dd99","4","384.05","4","384.05","4","384.05","0","0.00"
"16 Jun 2022","b252","4","358.31","4","358.31","4","358.31","0","0.00"
"16 Jun 2022","gzdk","3","234.81","3","234.81","3","234.81","0","0.00"
"16 Jun 2022","dd66","3","126.25","3","126.25","3","126.25","0","0.00"
"16 Jun 2022","iti","1","35.36","1","35.36","1","35.36","0","0.00"
"16 Jun 2022","bbx","1","54.63","1","54.63","1","54.63","0","0.00"
"16 Jun 2022","dd44","1","53.46","1","53.46","1","53.46","0","0.00"
"16 Jun 2022","h5x","1","35.48","1","35.48","1","35.48","0","0.00"
"15 Jun 2022","dd66","3","198.26","3","198.26","3","198.26","0","0.00"
"15 Jun 2022","dd99","2","244.37","2","244.37","2","244.37","0","0.00"
"15 Jun 2022","gzdk","2","376.20","2","376.20","2","376.20","0","0.00"
"15 Jun 2022","kk1","1","55.72","1","55.72","1","55.72","0","0.00"
"15 Jun 2022","dd88","1","206.07","1","206.07","1","206.07","0","0.00"
"15 Jun 2022","bbx","1","55.72","1","55.72","1","55.72","0","0.00"
"15 Jun 2022","b252","1","82.92","1","82.92","1","82.92","0","0.00"
"14 Jun 2022","bbx","7","676.14","7","676.14","7","676.14","0","0.00"
"14 Jun 2022","dd99","5","619.99","5","619.99","5","619.99","0","0.00"
"14 Jun 2022","dd66","4","196.09","4","196.09","4","196.09","0","0.00"
"14 Jun 2022","b252","3","240.54","3","240.54","3","240.54","0","0.00"
"14 Jun 2022","h5x","2","899.52","2","899.52","2","899.52","0","0.00"
"14 Jun 2022","dd88","2","284.36","2","284.36","2","284.36","0","0.00"
"14 Jun 2022","dd77","2","338.15","2","338.15","2","338.15","0","0.00"
"14 Jun 2022","gzdk","2","256.46","2","256.46","2","256.46","0","0.00"
"14 Jun 2022","zz0","1","162.86","1","162.86","1","162.86","0","0.00"
"14 Jun 2022","m44","1","183.67","1","183.67","1","183.67","0","0.00"
"13 Jun 2022","dd66","8","509.91","8","509.91","8","509.91","0","0.00"
"13 Jun 2022","dd99","5","256.68","5","256.68","5","256.68","0","0.00"
"13 Jun 2022","b252","2","266.51","2","266.51","2","266.51","0","0.00"
"13 Jun 2022","dd88","1","43.70","1","43.70","1","43.70","0","0.00"
"13 Jun 2022","eee","1","61.41","1","61.41","1","61.41","0","0.00"
"13 Jun 2022","gzdk","1","51.92","1","51.92","1","51.92","0","0.00"
"13 Jun 2022","zz0","1","99.94","1","99.94","1","99.94","0","0.00"
"12 Jun 2022","dd99","6","331.75","6","331.75","6","331.75","0","0.00"
"12 Jun 2022","va6","2","262.55","2","262.55","2","262.55","0","0.00"
"12 Jun 2022","ccc","2","130.30","2","130.30","2","130.30","0","0.00"
"12 Jun 2022","dd66","2","439.23","2","439.23","2","439.23","0","0.00"
"12 Jun 2022","qqq","1","188.86","1","188.86","1","188.86","0","0.00"
"12 Jun 2022","b252","1","174.72","1","174.72","1","174.72","0","0.00"
"12 Jun 2022","dd77","1","35.45","1","35.45","1","35.45","0","0.00"
"12 Jun 2022","bbx","1","103.37","1","103.37","1","103.37","0","0.00"
"11 Jun 2022","b252","5","398.87","5","398.87","5","398.87","0","0.00"
"11 Jun 2022","dd66","4","143.88","4","143.88","4","143.88","0","0.00"
"11 Jun 2022","dd99","3","199.36","3","199.36","3","199.36","0","0.00"
"11 Jun 2022","qqq","2","116.01","2","116.01","2","116.01","0","0.00"
"11 Jun 2022","dd44","1","68.94","1","68.94","1","68.94","0","0.00"
"11 Jun 2022","gzdk","1","64.22","1","64.22","1","64.22","0","0.00"
"11 Jun 2022","m44","1","70.54","1","70.54","1","70.54","0","0.00"
"10 Jun 2022","dd66","6","533.49","6","533.49","6","533.49","0","0.00"
"10 Jun 2022","b252","3","142.74","3","142.74","3","142.74","0","0.00"
"10 Jun 2022","dd77","3","191.81","3","191.81","3","191.81","0","0.00"
"10 Jun 2022","dd99","3","196.11","3","196.11","3","196.11","0","0.00"
"10 Jun 2022","qqq","1","46.66","1","46.66","1","46.66","0","0.00"
"10 Jun 2022","dd88","1","249.10","1","249.10","1","249.10","0","0.00"
"10 Jun 2022","m44","1","91.37","1","91.37","1","91.37","0","0.00"
"09 Jun 2022","dd99","4","311.37","4","311.37","4","311.37","0","0.00"
"09 Jun 2022","b252","4","490.40","4","490.40","4","490.40","0","0.00"
"09 Jun 2022","ccc","4","321.32","4","321.32","4","321.32","0","0.00"
"09 Jun 2022","dd66","4","188.33","3","124.77","3","124.77","0","0.00"
"09 Jun 2022","qqq","2","446.63","2","446.63","2","446.63","0","0.00"
"09 Jun 2022","eee","2","83.06","2","83.06","2","83.06","0","0.00"
"09 Jun 2022","dd44","1","331.98","1","331.98","1","331.98","0","0.00"
"09 Jun 2022","h5x","1","57.71","1","57.71","1","57.71","0","0.00"
"09 Jun 2022","zz0","1","78.90","1","78.90","1","78.90","0","0.00"
"08 Jun 2022","dd99","7","685.56","7","685.56","7","685.56","0","0.00"
"08 Jun 2022","dd66","6","385.49","6","385.49","6","385.49","0","0.00"
"08 Jun 2022","zz0","1","55.66","1","55.66","1","55.66","0","0.00"
"08 Jun 2022","b252","1","66.26","1","66.26","1","66.26","0","0.00"
"08 Jun 2022","bbx","1","53.30","1","53.30","1","53.30","0","0.00"
"08 Jun 2022","ccc","1","79.72","1","79.72","1","79.72","0","0.00"
"08 Jun 2022","dd77","1","88.27","1","88.27","1","88.27","0","0.00"
"08 Jun 2022","dd88","1","47.60","1","47.60","1","47.60","0","0.00"
"08 Jun 2022","gzdk","1","95.66","1","95.66","1","95.66","0","0.00"
"08 Jun 2022","h5x","1","200.45","1","200.45","1","200.45","0","0.00"
"08 Jun 2022","va6","1","98.88","1","98.88","1","98.88","0","0.00"
"07 Jun 2022","dd66","7","878.14","7","878.14","7","878.14","0","0.00"
"07 Jun 2022","dd44","4","328.73","4","328.73","4","328.73","0","0.00"
"07 Jun 2022","dd99","3","472.89","3","472.89","3","472.89","0","0.00"
"07 Jun 2022","va6","2","408.13","2","408.13","2","408.13","0","0.00"
"07 Jun 2022","iti","1","134.98","1","134.98","1","134.98","0","0.00"
"07 Jun 2022","eee","1","23.14","1","23.14","1","23.14","0","0.00"
"07 Jun 2022","gzdk","1","37.41","1","37.41","1","37.41","0","0.00"
"07 Jun 2022","zz0","1","378.89","1","378.89","1","378.89","0","0.00"
"06 Jun 2022","dd99","8","917.80","7","831.35","7","831.35","0","0.00"
"06 Jun 2022","dd66","4","242.99","4","242.99","4","242.99","0","0.00"
"06 Jun 2022","bbx","3","362.14","3","362.14","3","362.14","0","0.00"
"06 Jun 2022","b252","3","189.84","3","189.84","3","189.84","0","0.00"
"06 Jun 2022","zz0","2","176.23","2","176.23","2","176.23","0","0.00"
"06 Jun 2022","dd77","1","45.90","1","45.90","1","45.90","0","0.00"
"06 Jun 2022","eee","1","46.66","1","46.66","1","46.66","0","0.00"
"06 Jun 2022","gzdk","1","59.34","1","59.34","1","59.34","0","0.00"
"06 Jun 2022","ifw","1","116.55","1","116.55","1","116.55","0","0.00"
"05 Jun 2022","dd99","5","333.10","4","239.24","4","239.24","0","0.00"
"05 Jun 2022","dd44","3","295.93","3","295.93","3","295.93","0","0.00"
"05 Jun 2022","eee","2","172.16","2","172.16","2","172.16","0","0.00"
"05 Jun 2022","dd66","2","283.39","2","283.39","2","283.39","0","0.00"
"05 Jun 2022","b252","1","220.11","1","220.11","1","220.11","0","0.00"
"05 Jun 2022","gzdk","1","198.28","1","198.28","1","198.28","0","0.00"
"05 Jun 2022","h5x","1","72.42","1","72.42","1","72.42","0","0.00"
"05 Jun 2022","bbx","1","109.62","1","109.62","1","109.62","0","0.00"
"05 Jun 2022","zz0","1","46.72","1","46.72","1","46.72","0","0.00"
"05 Jun 2022","dd88","1","54.24","1","54.24","1","54.24","0","0.00"
"04 Jun 2022","dd99","5","305.61","5","305.61","5","305.61","0","0.00"
"04 Jun 2022","dd66","5","186.39","5","186.39","5","186.39","0","0.00"
"04 Jun 2022","ix4","5","330.84","5","330.84","5","330.84","0","0.00"
"04 Jun 2022","kkfl","3","133.24","3","133.24","3","133.24","0","0.00"
"04 Jun 2022","zz0","2","111.52","2","111.52","2","111.52","0","0.00"
"04 Jun 2022","dd44","1","55.72","1","55.72","1","55.72","0","0.00"
"04 Jun 2022","eee","1","377.14","1","377.14","1","377.14","0","0.00"
"04 Jun 2022","gzdk","1","37.41","1","37.41","1","37.41","0","0.00"
"04 Jun 2022","dd22","1","126.54","1","126.54","1","126.54","0","0.00"
"04 Jun 2022","bbx","1","143.16","1","143.16","1","143.16","0","0.00"
"04 Jun 2022","b252","1","81.93","1","81.93","1","81.93","0","0.00"
"03 Jun 2022","dd66","8","784.16","8","784.16","8","784.16","0","0.00"
"03 Jun 2022","b252","4","556.65","4","556.65","4","556.65","0","0.00"
"03 Jun 2022","dd99","2","131.42","2","131.42","2","131.42","0","0.00"
"03 Jun 2022","kkfl","2","94.55","2","94.55","2","94.55","0","0.00"
"03 Jun 2022","m44","1","164.44","1","164.44","1","164.44","0","0.00"
"03 Jun 2022","dd44","1","45.23","1","45.23","1","45.23","0","0.00"
"03 Jun 2022","dd88","1","136.84","1","136.84","1","136.84","0","0.00"
"03 Jun 2022","gzdk","1","73.75","1","73.75","1","73.75","0","0.00"
"03 Jun 2022","h5x","1","43.60","1","43.60","1","43.60","0","0.00"
"02 Jun 2022","eee","6","600.60","6","600.60","6","600.60","0","0.00"
"02 Jun 2022","dd66","3","313.04","3","313.04","3","313.04","0","0.00"
"02 Jun 2022","kkfl","2","151.28","2","151.28","2","151.28","0","0.00"
"02 Jun 2022","zz0","1","230.90","1","230.90","1","230.90","0","0.00"
"02 Jun 2022","b252","1","36.84","1","36.84","1","36.84","0","0.00"
"02 Jun 2022","dd77","1","46.01","1","46.01","1","46.01","0","0.00"
"02 Jun 2022","va6","1","179.98","1","179.98","1","179.98","0","0.00"
"01 Jun 2022","zz0","6","651.94","6","651.94","6","651.94","0","0.00"
"01 Jun 2022","kkfl","1","132.76","1","132.76","1","132.76","0","0.00"
"01 Jun 2022","dd66","1","126.46","1","126.46","1","126.46","0","0.00"
"01 Jun 2022","dd77","1","49.07","1","49.07","1","49.07","0","0.00"
"01 Jun 2022","dd99","1","48.00","1","48.00","1","48.00","0","0.00"
"01 Jun 2022","eee","1","62.68","1","62.68","1","62.68","0","0.00"
"31 May 2022","zz0","5","734.01","5","734.01","5","734.01","0","0.00"
"31 May 2022","b252","3","115.03","3","115.03","3","115.03","0","0.00"
"31 May 2022","dd66","3","100.82","3","100.82","3","100.82","0","0.00"
"31 May 2022","h5x","2","195.43","2","195.43","2","195.43","0","0.00"
"31 May 2022","kkfl","2","166.72","2","166.72","2","166.72","0","0.00"
"31 May 2022","ada4","1","111.87","1","111.87","1","111.87","0","0.00"
"31 May 2022","dd22","1","252.05","1","252.05","1","252.05","0","0.00"
"31 May 2022","dd33","1","61.86","1","61.86","1","61.86","0","0.00"
"31 May 2022","ix4","1","28.16","1","28.16","1","28.16","0","0.00"
"30 May 2022","dd66","5","293.02","5","293.02","5","293.02","0","0.00"
"30 May 2022","zz0","4","419.29","4","419.29","4","419.29","0","0.00"
"30 May 2022","gzdk","4","192.27","4","192.27","4","192.27","0","0.00"
"30 May 2022","dd99","3","277.39","3","277.39","3","277.39","0","0.00"
"30 May 2022","b252","2","171.97","2","171.97","2","171.97","0","0.00"
"30 May 2022","dd77","2","705.11","2","705.11","2","705.11","0","0.00"
"30 May 2022","dd88","1","49.32","1","49.32","1","49.32","0","0.00"
"30 May 2022","eee","1","248.80","1","248.80","1","248.80","0","0.00"
"30 May 2022","h5x","1","31.21","1","31.21","1","31.21","0","0.00"
"29 May 2022","dd66","6","485.76","6","485.76","6","485.76","0","0.00"
"29 May 2022","b252","3","423.34","3","423.34","3","423.34","0","0.00"
"29 May 2022","gzdk","1","44.17","1","44.17","1","44.17","0","0.00"
"29 May 2022","h5x","1","62.27","1","62.27","1","62.27","0","0.00"
"29 May 2022","ix4","1","24.76","1","24.76","1","24.76","0","0.00"
"29 May 2022","kkfl","1","39.47","1","39.47","1","39.47","0","0.00"
"29 May 2022","dd44","1","86.95","1","86.95","1","86.95","0","0.00"
"29 May 2022","dd99","1","64.60","1","64.60","1","64.60","0","0.00"
"28 May 2022","b252","5","329.25","5","329.25","5","329.25","0","0.00"
"28 May 2022","dd66","4","367.16","4","367.16","4","367.16","0","0.00"
"28 May 2022","gzdk","2","156.36","2","156.36","2","156.36","0","0.00"
"28 May 2022","bbx","1","47.79","1","47.79","1","47.79","0","0.00"
"28 May 2022","dd88","1","138.86","1","138.86","1","138.86","0","0.00"
"27 May 2022","b252","2","272.98","2","272.98","2","272.98","0","0.00"
"27 May 2022","kkfl","1","138.62","1","138.62","1","138.62","0","0.00"
"27 May 2022","dd88","1","143.50","1","143.50","1","143.50","0","0.00"
"27 May 2022","eee","1","94.51","1","94.51","1","94.51","0","0.00"
"27 May 2022","h5x","1","76.19","1","76.19","1","76.19","0","0.00"
"26 May 2022","b252","3","269.21","3","269.21","3","269.21","0","0.00"
"26 May 2022","dd99","2","104.38","2","104.38","2","104.38","0","0.00"
"26 May 2022","dd66","2","404.02","2","404.02","2","404.02","0","0.00"
"26 May 2022","h5x","2","378.94","2","378.94","2","378.94","0","0.00"
"26 May 2022","dd77","2","155.81","2","155.81","2","155.81","0","0.00"
"26 May 2022","dd88","1","51.19","1","51.19","1","51.19","0","0.00"
"26 May 2022","dd44","1","269.97","1","269.97","1","269.97","0","0.00"
"26 May 2022","gzdk","1","24.06","1","24.06","1","24.06","0","0.00"
"25 May 2022","dd66","4","452.56","3","128.23","3","128.23","0","0.00"
"25 May 2022","dd99","3","160.12","3","160.12","3","160.12","0","0.00"
"25 May 2022","gzdk","2","263.27","2","263.27","2","263.27","0","0.00"
"25 May 2022","bbx","1","69.35","1","69.35","1","69.35","0","0.00"
"24 May 2022","bbx","2","112.48","2","112.48","2","112.48","0","0.00"
"24 May 2022","b252","1","83.93","1","83.93","1","83.93","0","0.00"
"24 May 2022","dd66","1","46.66","1","46.66","1","46.66","0","0.00"
"24 May 2022","dd88","1","61.33","1","61.33","1","61.33","0","0.00"
"24 May 2022","dd99","1","70.95","1","70.95","1","70.95","0","0.00"
"23 May 2022","dd99","4","547.88","4","547.88","4","547.88","0","0.00"
"23 May 2022","dd44","1","306.77","1","306.77","1","306.77","0","0.00"
"23 May 2022","dd66","1","60.91","1","60.91","1","60.91","0","0.00"
"23 May 2022","dd77","1","438.12","1","438.12","1","438.12","0","0.00"
"23 May 2022","h5x","1","162.76","1","162.76","1","162.76","0","0.00"
"22 May 2022","dd99","3","145.96","3","145.96","3","145.96","0","0.00"
"22 May 2022","dd66","3","185.45","3","185.45","3","185.45","0","0.00"
"22 May 2022","b252","2","59.01","2","59.01","2","59.01","0","0.00"
"22 May 2022","dd44","1","65.27","1","65.27","1","65.27","0","0.00"
"22 May 2022","ifw","1","261.19","1","261.19","1","261.19","0","0.00"
"21 May 2022","b252","4","781.01","4","781.01","4","781.01","0","0.00"
"21 May 2022","dd66","1","30.46","1","30.46","1","30.46","0","0.00"
"21 May 2022","dd99","1","57.11","1","57.11","1","57.11","0","0.00"
"21 May 2022","h5x","1","38.28","1","38.28","1","38.28","0","0.00"
"21 May 2022","zz0","1","87.30","1","87.30","1","87.30","0","0.00"
"20 May 2022","dd99","3","424.56","3","424.56","3","424.56","0","0.00"
"20 May 2022","dd66","2","128.50","2","128.50","2","128.50","0","0.00"
"20 May 2022","dd44","2","258.47","2","258.47","2","258.47","0","0.00"
"20 May 2022","h5x","2","249.54","2","249.54","2","249.54","0","0.00"
"20 May 2022","b252","1","60.74","1","60.74","1","60.74","0","0.00"
"20 May 2022","bbx","1","27.23","1","27.23","1","27.23","0","0.00"
"19 May 2022","b252","4","574.87","4","574.87","4","574.87","0","0.00"
"19 May 2022","dd99","3","564.06","3","564.06","3","564.06","0","0.00"
"19 May 2022","dd88","2","308.95","2","308.95","2","308.95","0","0.00"
"19 May 2022","bbx","2","217.74","2","217.74","2","217.74","0","0.00"
"19 May 2022","iti","1","62.33","1","62.33","1","62.33","0","0.00"
"19 May 2022","h5x","1","119.92","1","119.92","1","119.92","0","0.00"
"19 May 2022","ccc","1","66.62","1","66.62","1","66.62","0","0.00"
"19 May 2022","dd44","1","29.54","1","29.54","1","29.54","0","0.00"
"19 May 2022","dd66","1","75.73","1","75.73","1","75.73","0","0.00"
"18 May 2022","dd77","2","182.53","2","182.53","2","182.53","0","0.00"
"18 May 2022","bbx","1","87.75","1","87.75","1","87.75","0","0.00"
"18 May 2022","dd88","1","96.58","1","96.58","1","96.58","0","0.00"
"18 May 2022","dd99","1","41.82","1","41.82","1","41.82","0","0.00"
"18 May 2022","eee","1","57.66","1","57.66","1","57.66","0","0.00"
"18 May 2022","h5x","1","45.94","1","45.94","1","45.94","0","0.00"
"17 May 2022","ix4","2","475.71","2","475.71","2","475.71","0","0.00"
"17 May 2022","b252","1","30.18","1","30.18","1","30.18","0","0.00"
"17 May 2022","dd77","1","181.83","1","181.83","1","181.83","0","0.00"
"17 May 2022","h5x","1","46.39","1","46.39","1","46.39","0","0.00"
"16 May 2022","b252","4","252.05","4","252.05","4","252.05","0","0.00"
"16 May 2022","kkfl","3","409.44","3","409.44","3","409.44","0","0.00"
"16 May 2022","dd88","2","158.45","2","158.45","2","158.45","0","0.00"
"16 May 2022","h5x","1","99.94","1","99.94","1","99.94","0","0.00"
"16 May 2022","dd44","1","57.35","1","57.35","1","57.35","0","0.00"
"15 May 2022","kkfl","2","183.74","2","183.74","2","183.74","0","0.00"
"15 May 2022","dd44","2","142.06","2","142.06","2","142.06","0","0.00"
"15 May 2022","dd33","1","60.08","1","60.08","1","60.08","0","0.00"
"15 May 2022","ada4","1","52.36","1","52.36","1","52.36","0","0.00"
"15 May 2022","eee","1","70.52","1","70.52","1","70.52","0","0.00"
"15 May 2022","h5x","1","363.73","1","363.73","1","363.73","0","0.00"
"15 May 2022","ix4","1","38.34","1","38.34","1","38.34","0","0.00"
"15 May 2022","b252","1","27.15","1","27.15","1","27.15","0","0.00"
"14 May 2022","dd44","3","351.04","3","351.04","3","351.04","0","0.00"
"14 May 2022","dd99","2","234.18","2","234.18","2","234.18","0","0.00"
"14 May 2022","h5x","2","578.94","2","578.94","2","578.94","0","0.00"
"14 May 2022","b252","1","80.62","1","80.62","1","80.62","0","0.00"
"14 May 2022","dd77","1","37.43","1","37.43","1","37.43","0","0.00"
"14 May 2022","dd88","1","98.65","1","98.65","1","98.65","0","0.00"
"13 May 2022","dd44","4","195.50","4","195.50","4","195.50","0","0.00"
"13 May 2022","b252","3","299.16","3","299.16","3","299.16","0","0.00"
"13 May 2022","gzdk","1","25.32","1","25.32","1","25.32","0","0.00"
"13 May 2022","dd99","1","225.41","1","225.41","1","225.41","0","0.00"
"13 May 2022","eyc","1","187.02","1","187.02","1","187.02","0","0.00"
"13 May 2022","iti","1","42.07","1","42.07","1","42.07","0","0.00"
"13 May 2022","kkfl","1","73.32","1","73.32","1","73.32","0","0.00"
"12 May 2022","dd44","2","198.95","2","198.95","2","198.95","0","0.00"
"12 May 2022","ada4","1","27.23","1","27.23","1","27.23","0","0.00"
"12 May 2022","b252","1","379.16","1","379.16","1","379.16","0","0.00"
"12 May 2022","dd99","1","59.82","1","59.82","1","59.82","0","0.00"
"12 May 2022","h5x","1","87.25","1","87.25","1","87.25","0","0.00"
"12 May 2022","kkfl","1","31.26","1","31.26","1","31.26","0","0.00"
"11 May 2022","kkfl","2","358.46","2","358.46","2","358.46","0","0.00"
"11 May 2022","ada4","1","33.17","1","33.17","1","33.17","0","0.00"
"11 May 2022","dd33","1","72.80","1","72.80","1","72.80","0","0.00"
"11 May 2022","b252","1","92.44","1","92.44","1","92.44","0","0.00"
"11 May 2022","dd88","1","17.19","1","17.19","1","17.19","0","0.00"
"11 May 2022","ix4","1","122.66","1","122.66","1","122.66","0","0.00"
"11 May 2022","dd44","1","309.43","1","309.43","1","309.43","0","0.00"
"10 May 2022","dd88","1","33.71","1","33.71","1","33.71","0","0.00"
"10 May 2022","dd77","1","82.83","1","82.83","1","82.83","0","0.00"
"10 May 2022","dd99","1","197.45","1","197.45","1","197.45","0","0.00"
"10 May 2022","diax","1","20.48","1","20.48","1","20.48","0","0.00"
"10 May 2022","gzdk","1","60.12","1","60.12","1","60.12","0","0.00"
"10 May 2022","ix4","1","80.69","1","80.69","1","80.69","0","0.00"
"09 May 2022","dd33","2","230.76","2","230.76","2","230.76","0","0.00"
"09 May 2022","b252","1","46.58","1","46.58","1","46.58","0","0.00"
"09 May 2022","dd88","1","250.15","1","250.15","1","250.15","0","0.00"
"09 May 2022","gzdk","1","331.44","1","331.44","1","331.44","0","0.00"
"08 May 2022","ada4","1","27.55","1","27.55","1","27.55","0","0.00"
"08 May 2022","dd33","1","172.24","1","172.24","1","172.24","0","0.00"
"08 May 2022","dd88","1","108.79","1","108.79","1","108.79","0","0.00"
"08 May 2022","eee","1","41.45","1","41.45","1","41.45","0","0.00"
"08 May 2022","gzdk","1","66.67","1","66.67","1","66.67","0","0.00"
"08 May 2022","ix4","1","71.79","1","71.79","1","71.79","0","0.00"
"08 May 2022","kkfl","1","50.01","1","50.01","1","50.01","0","0.00"
"08 May 2022","zz0","1","79.19","1","79.19","1","79.19","0","0.00"
"07 May 2022","ix4","2","227.17","2","227.17","2","227.17","0","0.00"
"06 May 2022","ix4","2","114.96","2","114.96","2","114.96","0","0.00"
"06 May 2022","dd33","1","98.79","1","98.79","1","98.79","0","0.00"
"06 May 2022","dd77","1","106.98","1","106.98","1","106.98","0","0.00"
"06 May 2022","h5x","1","78.79","1","78.79","1","78.79","0","0.00"
"06 May 2022","iti","1","87.25","1","87.25","1","87.25","0","0.00"
"06 May 2022","kkfl","1","60.08","1","60.08","1","60.08","0","0.00"
"06 May 2022","zz0","1","175.25","1","175.25","1","175.25","0","0.00"
"06 May 2022","b252","1","40.86","1","40.86","1","40.86","0","0.00"
"05 May 2022","kkfl","3","269.40","3","269.40","3","269.40","0","0.00"
"05 May 2022","b252","3","209.34","3","209.34","3","209.34","0","0.00"
"05 May 2022","h5x","2","204.14","2","204.14","2","204.14","0","0.00"
"05 May 2022","ix4","1","124.05","1","124.05","1","124.05","0","0.00"
"04 May 2022","b252","1","57.12","1","57.12","1","57.12","0","0.00"
"04 May 2022","h5x","1","115.46","1","115.46","1","115.46","0","0.00"
"04 May 2022","ix4","1","66.26","1","66.26","1","66.26","0","0.00"
"03 May 2022","kkfl","2","188.59","2","188.59","2","188.59","0","0.00"
"03 May 2022","b252","2","110.39","2","110.39","2","110.39","0","0.00"
"03 May 2022","eee","1","100.07","1","100.07","1","100.07","0","0.00"
"03 May 2022","gzdk","1","81.59","1","81.59","1","81.59","0","0.00"
"03 May 2022","dxj","1","66.12","1","66.12","1","66.12","0","0.00"
"02 May 2022","b252","4","249.30","4","249.30","4","249.30","0","0.00"
"02 May 2022","dd77","1","56.01","1","56.01","1","56.01","0","0.00"
"02 May 2022","h5x","1","148.57","1","148.57","1","148.57","0","0.00"
"02 May 2022","ix4","1","49.08","1","49.08","1","49.08","0","0.00"
"02 May 2022","va6","1","41.46","1","41.46","1","41.46","0","0.00"
"01 May 2022","b252","2","129.29","2","129.29","2","129.29","0","0.00"
"01 May 2022","kkfl","2","118.90","2","118.90","2","118.90","0","0.00"
"01 May 2022","dd88","1","56.77","1","56.77","1","56.77","0","0.00"
"01 May 2022","ix4","1","107.85","1","107.85","1","107.85","0","0.00"
"01 May 2022","qqq","1","15.59","1","15.59","1","15.59","0","0.00"
"30 Apr 2022","dd33","1","392.41","1","392.41","1","392.41","0","0.00"
"29 Apr 2022","zz0","2","96.15","2","96.15","2","96.15","0","0.00"
"29 Apr 2022","h5x","1","131.53","1","131.53","1","131.53","0","0.00"
"29 Apr 2022","ccc","1","50.45","1","50.45","1","50.45","0","0.00"
"29 Apr 2022","dd77","1","124.76","1","124.76","1","124.76","0","0.00"
